ID,RA,DEC,PER,Q,M,NU,rMean,primary_class,secondary_class
2MASS_J20470481+4349114,311.77007069097664,43.8198374299041,,0.8928500841630572,0.12492324306354025,0.03180899729498902,19.034893894594603,s,
2MASS_J20475256+4345137,311.9689046469143,43.75372371764185,5.936473228170153,0.30488947589909965,0.2660667052373756,0.009571418978909828,18.24218667194719,p,
2MASS_J20475581+4329019,311.98252525962954,43.48387322013138,1.0135858720916306,0.9296843382924852,-0.01871885547554755,0.07228772449697304,17.6808145717608,s,
2MASS_J20483292+4351190,312.1371734648398,43.85529686187581,,0.6406015875585829,-0.6920295638104588,0.06848117602246345,19.306390517375892,b,
2MASS_J20505039+4450115,312.7099655363757,44.836540725881186,222.58683877368026,0.4758820302681549,0.30191147579045136,0.09050679476113913,16.876935947682117,qpd,
2MASS_J20505363+4424305,312.7234562095467,44.40844658880434,5.340230268367138,0.8592732523890276,0.34033183715763715,0.02855383588510272,17.000678722364217,apd,
2MASS_J20505543+4417461,312.7309994942258,44.2960874126181,0.9015406815299329,0.8101752600451981,0.17797395323247414,0.013782499379621956,17.795238330939227,qps,
2MASS_J20510029+4424364,312.75123585817425,44.410094107931116,7.008938672886845,0.2368340826065949,0.12064017897730993,0.02070555294228141,18.33375124808917,p,
2MASS_J20510663+4421407,312.777638321121,44.361312210949386,1.3974247735885623,0.4212279555452859,-0.028496854183791706,0.008795557534264583,15.6455768443038,p,l
2MASS_J20510895+4416420,312.78730191056013,44.27831364345297,1.1904892992814269,0.7836237938229438,0.2442378059061161,0.017123680865759126,18.228841724350648,qpd,
2MASS_J20511252+4418093,312.80219789507777,44.30255956257102,7.988072978388604,0.2936295068857383,0.03957310550207112,0.009976779712767636,17.507911318037973,p,
2MASS_J20511262+4418454,312.8025823261458,44.31261411198452,,0.9242049843747249,-0.1438433211379148,0.01383835047456448,13.068657866019418,s,
2MASS_J20511374+4422252,312.8072667450728,44.37366095322359,2.076397141535264,0.4461851170838893,-0.1411884111549158,0.01079203824751848,18.713989500955414,qps,
2MASS_J20511455+4413379,312.8106511817742,44.22717526035429,235.49834708820163,0.8162451231014634,0.10119856559395933,0.007355554428609012,17.319683960516606,qps,
2MASS_J20512059+4420322,312.83581316745375,44.342285888519115,1.6237859092888862,0.8095383894053254,-0.1186045271956734,0.007038260460115806,16.97498299079365,qps,
2MASS_J20512139+4424054,312.83911742903166,44.40149991620572,0.5106580216047949,0.8325747852256932,-0.2480327270351282,0.007809850596611503,13.141350378481016,b,
2MASS_J20515226+4418213,312.9677502432141,44.3059157295101,0.662699130096249,0.8561810230389204,0.038542422776210325,0.028009108608460655,18.200085904761906,qps,
2MASS_J20522880+4418297,313.1200224959053,44.30822974945297,9.99374602603372,0.5679315895943079,0.30249472192608146,0.038296737790552655,18.360091347619047,qpd,
2MASS_J20523394+4429168,313.14143743188987,44.48800174730115,8.615267332984464,0.2916550467353051,0.028315694495787913,0.008445860053699983,17.406404526265824,p,
2MASS_J20532233+4438526,313.3430529515253,44.647931427049905,2.430701548636463,0.6584172151890357,-0.12859208066967562,0.0071508749306128565,15.530116970476193,qps,
2MASS_J20533662+4439529,313.40262665227465,44.66467215720368,3.2087630887766,0.4437691410717629,0.4126213552703583,0.009986539680120612,16.721199944303795,qpd,
2MASS_J20564400+4346000,314.1833687815177,43.76669443921591,4.061232427020968,0.4526526192918462,0.10947338590121254,0.015061133966143246,18.060018507973425,qps,
2MASS_J20570162+4341387,314.25679032427837,43.69410701051157,2.988385751009951,0.611440255117138,-0.06722968531268515,0.01131573974488305,18.564869548504983,qps,
2MASS_J20582381+4353114,314.59920599772784,43.88648447204281,1.0114028400738575,0.7786613025157753,0.4802873034077813,0.040614771967770295,13.15541461960133,qpd,
DPP2017_409,314.80322628703317,44.2741206966779,,0.7829138396941134,-0.2990826371195796,0.00834285922463478,17.163282937962965,b,
FHK_101,312.8605833333333,44.60799999999998,182.55118311718255,0.8793312674913631,-0.07705652889948178,0.06436373179424988,18.2055116514377,s,
FHK_115,312.88908333333325,44.443583333333336,6.292011060769418,0.7093870585485773,0.005674124979552212,0.013279157164520985,14.999444261269838,qps,
FHK_118,312.8974583333333,44.51088888888889,4.416535527230108,0.11365685490964815,0.2435415110905461,0.010309777492830572,18.105954954746835,p,
FHK_123,312.9110833333333,44.0613888888889,0.9487325053844858,0.9170091572529424,-0.16139223648449755,0.031899543097807084,16.960586586037735,s,
FHK_127,312.9219166666666,43.798611111111114,1.3569627464690879,0.4395211087721642,0.037018440131386735,0.01003158737470805,15.689936412432429,qps,
FHK_130,312.92541666666665,44.64908333333333,8.214345951571262,0.5843234988187506,-0.005427432256361047,0.0070598206451841375,15.44070238892405,qps,l
FHK_133,312.9370833333333,44.4386111111111,3.7722587346534295,0.15409875355498792,0.0854529911088212,0.010424188617510377,16.875230833860762,p,l
FHK_134,312.93816666666663,43.81730555555556,6.242051875309273,0.6086663137556902,0.2577065063966013,0.019525717280170614,18.4704446723301,qpd,
FHK_137,312.94395833333334,44.37258333333333,2.175419455713308,0.2455775808342626,0.14247172791852136,0.01454548372835691,16.42148929050633,p,
FHK_138,312.94758333333334,44.53561111111111,6.421386329003202,0.6985750578168695,0.18570330264458115,0.026638907331919457,18.389115951898734,qps,
FHK_142,312.95675,44.63127777777776,1.034829943937824,0.8528574202302243,-0.4899361785763663,0.004195797221486862,14.645893890506333,b,
FHK_146,312.9820833333334,44.5646388888889,47.628829600931866,0.8750612331854497,0.4899408664818922,0.019080215627158573,15.871081526045014,apd,
FHK_15,312.654125,44.34716666666666,,0.9170863581484112,0.3440814917202933,0.02344844497800676,15.2951091471519,l,
FHK_150,312.9936666666666,44.62338888888888,1.9058203052605305,0.1198571016334133,0.12785232436462493,0.012319890577406631,17.326969899999998,p,
FHK_153,312.99662499999994,44.42880555555556,4.154410343904903,0.7966730719084313,0.021764816450060925,0.011744985505060136,15.192673933544304,qps,
FHK_155,312.9975416666666,44.272861111111105,,0.9446047241865514,-0.20817036489571653,0.008349459737889673,14.666361271296294,s,
FHK_158,313.00466666666665,44.544166666666676,1.261905941062194,0.7394578198355893,-0.0818607750648907,0.006294217307619669,15.927255687619047,qps,
FHK_163,313.0193333333333,44.625111111111096,54.685958644936456,0.8038272770499597,0.730044314492756,0.026344706387669992,14.156162515555556,qpd,
FHK_164,313.02204166666667,44.291472222222225,0.9100281678783224,0.7424111892945936,0.4692637481861083,0.02466748634266543,17.454611510759488,qpd,
FHK_165,313.0252083333333,44.28777777777778,,0.9428606698785552,-0.09644248283457113,0.007376069817003667,12.924269782901554,s,
FHK_172,313.04820833333326,44.29855555555557,3.535720408626076,0.3501411970364657,0.33247950083074385,0.01491205002565858,16.146627497468355,p,
FHK_179,313.063125,44.28908333333332,191.14715251466203,0.8915359762474309,-0.07183895702391803,0.023911818639234958,18.67728777010582,l,
FHK_181,313.0643750000001,44.469722222222224,211.01752396179336,0.7516133287940805,0.11805940206262648,0.017645343133428457,16.667725382594934,qps,
FHK_182,313.0696249999998,44.258111111111106,7.8642843212675775,0.21359211780047066,0.19579281871903156,0.00946347762006924,17.548647459662288,p,
FHK_183,313.074375,44.354444444444454,3.21130118642878,0.3396589291818168,0.10778210330263192,0.008406019426933255,17.080885022468355,p,
FHK_192,313.097,43.082361111111105,7.229315899809352,0.1859785515551028,0.2860346966187988,0.011789972235006113,17.51118385960265,p,
FHK_200,313.1092083333333,44.573944444444436,1.4329369802862646,0.3666485344420128,-0.0682648272841232,0.0066072051054497614,15.642248783860762,p,
FHK_203,313.11329166666667,44.077527777777796,0.9159824529253768,0.8999130751493274,0.029952722223969438,0.01729823449458709,18.32473673219048,s,
FHK_21,312.66883333333334,44.3473888888889,1.0358779093390764,0.9030367656541176,-0.16172796175715595,0.009097294209946169,17.449447292088607,s,
FHK_210,313.1287083333333,44.33655555555556,,0.8951428138649127,0.25148134183494225,0.05753143701481848,17.216935001265824,apd,
FHK_213,313.14091666666667,44.407194444444436,8.937695418499297,0.8332527994739293,0.05822266095738358,0.02114886456998857,18.337690137341774,qps,
FHK_216,313.14529166666665,44.233472222222225,10.649091830785405,0.17096604038933835,0.1209420778427904,0.010985937098055029,16.1096266894636,p,l
FHK_217,313.1471249999999,44.55538888888889,6.441763938480225,0.3602057925163684,0.13597254044365786,0.013459291589996902,17.3700066306962,p,
FHK_22,312.678375,44.36530555555554,1.0251535591567484,0.8919054679494419,-0.14260772655308734,0.01085626997550556,17.840674112658228,s,
FHK_226,313.1774999999999,44.322555555555546,8.977221807130643,0.1364481347133468,0.11011482930444616,0.016457854859248836,17.37768687468354,p,
FHK_234,313.21095833333334,43.71541666666667,1.3017033351517815,0.8795810083085416,0.4047467527695716,0.022702439768465702,18.314623541471573,apd,
FHK_24,312.68720833333333,44.26516666666665,3.2240521420866752,0.9064341364131006,-0.04268772271678268,0.019249132298435463,16.181072238342967,s,
FHK_251,313.2739583333334,44.710305555555536,4.116498968066785,0.6038816379363717,0.05273046134640773,0.009779090133424977,15.94552321170886,qps,
FHK_253,313.2792083333334,44.30697222222222,,0.8953020588423539,-0.3182309066672929,0.005509999277458701,14.196387123492062,b,
FHK_255,313.28416666666664,44.087305555555545,2.3262444668902043,0.8010245478777307,0.03323537092995267,0.03450048844497463,18.22356009295238,qps,
FHK_26,312.692,44.319444444444436,13.704636645102322,0.6488829988081418,0.1327783673813873,0.028136081706705892,16.437197907911393,p,
FHK_272,313.3210833333333,44.64283333333332,174.69689679726775,0.782494348606803,0.2569647777443748,0.013723789001988344,17.396612630696207,qps,l
FHK_278,313.3497499999998,43.905,,0.6748076322306811,0.1245374970136099,0.008667220706669336,14.443741231666666,qps,
FHK_28,312.695875,44.29147222222221,1.0530742956270078,0.637760698486838,0.05424610212868282,0.012081719964463864,16.592677313730572,qps,
FHK_281,313.35270833333334,44.342805555555536,2.778363005585506,0.19908986102759169,0.27095143323218485,0.011762676881111492,16.458690968987344,p,
FHK_282,313.357375,44.17925,1.4534570541910168,0.14810495501785684,0.08457805780655837,0.007955785134643139,16.505422041444863,p,l
FHK_285,313.3654583333333,44.17630555555554,222.58683877368026,0.6435814921205213,-0.0925241640583243,0.03887344205363789,17.597791905893537,l,
FHK_286,313.36758333333336,44.305777777777756,0.974698721215234,0.16415477806611006,0.2005251945535469,0.010039281477049387,18.148579890506326,mp,
FHK_300,313.394875,44.48825,4.6759608749223815,0.8788321397256184,0.05327808184517131,0.015091629881079106,17.3086925414557,s,
FHK_32,312.70329166666664,44.32316666666665,211.01752396179336,0.7387325634929262,-0.468577750775953,0.02228057059093591,16.69428304398734,b,
FHK_323,313.44395833333334,44.1803888888889,2.8890831624137294,0.1328138874862455,0.2170514231160079,0.009550766643966159,17.23880222452471,p,l
FHK_327,313.487125,44.85883333333333,,0.9022030689263616,0.07468054676085553,0.03600765220935905,18.183326107096775,s,
FHK_344,313.55720833333334,44.40897222222221,0.8455045803745623,0.7036384657995763,0.10714227773599302,0.052803998218626434,16.71683148974359,qps,
FHK_348,313.5881250000001,44.257555555555534,,0.9472145014901279,-0.20456864098175567,0.008071305796370006,15.6086406994403,s,
FHK_35,312.72154166666667,44.39822222222222,79.23302012848106,0.8891105192676295,0.2273961657855967,0.02276028204592441,17.260714003821658,s,
FHK_36,312.72325,44.35025,31.17223428767109,0.6723642199752009,0.3718561924925719,0.05711778585001932,14.963962011392406,qpd,
FHK_361,313.69416666666666,44.20166666666666,12.482661553981028,0.5867197892392176,0.3609166496736652,0.032758040806016075,17.883353257276113,qpd,
FHK_362,313.713125,44.19302777777778,1.6963842006544207,0.8452371597603036,-0.19500909141084175,0.024032193837811727,17.674581081835207,qps,
FHK_371,313.796375,43.95413888888889,12.64792576544081,0.2422430157110926,-0.01033424727436935,0.007687565654047287,16.862677871000002,mp,
FHK_372,313.82604166666664,44.50352777777778,4.137474985279416,0.38133555437832706,0.09937255904857976,0.012597151342868844,17.079380843730885,p,l
FHK_390,314.0839583333334,44.70777777777778,200.5914551690006,0.8599267847893263,-0.14347301441028393,0.011276940782656751,18.301651022935783,qps,
FHK_40,312.72625,44.297944444444454,6.524584329375196,0.8153791890348335,-0.1775783811268132,0.017880272058494913,17.05909723852459,qps,
FHK_405,314.194875,43.76916666666666,111.87629617980477,0.8529426366884875,0.4681726522655773,0.026955064139917856,17.34777808039867,apd,
FHK_408,314.21570833333334,43.387027777777774,1.4100200116820754,0.4043626868232501,0.19422670337798684,0.013661644701283723,14.724201862598427,mp,
FHK_409,314.2174583333333,44.09766666666667,12.9196190803863,0.4916960770349775,0.29657370500291497,0.05534107750636372,18.40283689043152,qpd,
FHK_418,314.28275,43.69872222222222,2.6995468647476453,0.6727507057166152,0.22220433234655546,0.01416031388656333,15.4011667102649,l,qps
FHK_43,312.73170833333336,44.297305555555546,4.638563420470115,0.8831585199982136,-0.004545653934578636,0.017343750315886117,15.946455352173913,l,
FHK_430,314.4521666666667,43.495222222222225,7.294421476721811,0.3043839988629275,0.2268415841919925,0.01323979618334685,16.91557074370861,p,l
FHK_431,314.45341666666667,44.09055555555556,3.5542929794807274,0.4245769123175971,0.0226883195566664,0.008434992563311832,16.068743418063313,p,l
FHK_434,314.4995,43.89055555555557,3.7736310227828582,0.7919367616695832,0.041093256457010716,0.014157806620068122,14.827265697674415,qps,
FHK_438,314.531875,43.88133333333333,1.6448134230675036,0.8800172698164397,-0.13042307577373907,0.014978356647969303,18.686032510596032,s,
FHK_44,312.73945833333335,44.41272222222222,2.207354572399734,0.8109366472117661,-0.031285445085537204,0.020109216166139244,17.63652670664557,qps,
FHK_442,314.54174999999987,43.75999999999999,4.529032924024422,0.5251306296678319,-0.13432617554659754,0.031144866293975632,17.502515415231787,qps,
FHK_444,314.54775,43.882527777777774,0.4999702430954969,0.5453071372048297,-0.13108249792630733,0.053686861747422425,18.681353464765106,b,
FHK_45,312.74195833333334,44.49952777777778,35.229730743007565,0.7273756268691969,-0.10164470789148057,0.007435349395118316,16.48954746329114,qps,
FHK_451,314.57466666666664,43.89558333333334,148.89495763028842,0.8186822258381358,-0.1019747963079476,0.033038052018615774,16.648405226490063,qps,
FHK_455,314.58974999999987,43.89580555555556,2.8738719167162468,0.8247219988882863,0.049721399176478144,0.00948300843870814,16.31600544039735,qps,
FHK_456,314.59708333333333,43.88302777777778,7.829,0.6648804301817521,0.1902349005806914,0.01817361762400364,16.56330697847682,qps,
FHK_459,314.60004166666664,43.8985,2.449709693483524,0.7338641536306783,0.1996792375027284,0.011817974889236695,15.569150735430467,qps,l
FHK_46,312.743125,44.24233333333332,4.878227901262148,0.3002209690968957,0.18142150480160746,0.007412663656775746,15.041055618819186,p,
FHK_460,314.60645833333336,43.89127777777777,8.540412290609753,0.8061174221638382,0.4599120865459438,0.04223286704968315,18.028784549833887,qpd,
FHK_464,314.621125,44.1806111111111,1.035021278881353,-0.9522524344799079,0.14053887093306605,0.01231504282871976,19.255770423719166,u,
FHK_468,314.62891666666667,43.75311111111111,1.2868134875150354,2.7420753609195017,0.010704080999682205,0.010220686366930742,19.065774103691272,u,
FHK_47,312.7434583333333,44.24561111111111,3.4224571213602117,0.8610274234971073,-0.12049622910901525,0.008710201613969445,15.04919018376384,qps,
FHK_473,314.665625,44.025777777777776,,0.6915889056974311,-0.4123334175019056,0.10279728713546099,17.06617821628788,b,
FHK_479,314.77429166666667,43.950861111111095,,0.8985759895971696,-0.5658932967019836,0.01126905723507056,12.436008956420233,b,
FHK_48,312.74458333333337,44.291888888888884,7.220862551658568,0.5610013054915802,-0.024166562426455998,0.01327144913380724,15.670873376265822,qps,
FHK_485,314.88599999999997,44.143277777777776,0.8387927498138132,0.8046662292755357,0.09836521249266596,0.009328358899831522,18.335167832031253,qps,
FHK_489,313.25279166666667,44.616527777777755,1.6823252209218058,0.5764275679798836,-0.08114909233721772,0.007930182231186566,14.974908689240507,qps,l
FHK_490,313.32283333333334,44.46722222222221,0.5728399018679062,0.6955248908817139,0.023097977739376583,0.012324063036473331,17.482243312025314,qps,
FHK_493,313.46770833333323,44.284888888888865,224.32583444626843,0.6476842787439648,-0.4512905969651274,0.0063055700597426075,15.545838199180324,b,
FHK_496,313.6274583333334,44.40149999999999,6.1397633652717385,0.6510820278235748,-0.05599679179262192,0.021603863310886,17.289131726279866,p,
FHK_500,312.77270833333336,44.2331388888889,2.541793981919548,0.6646467061570539,0.25308209606493104,0.02317649478326586,17.81513967851852,qps,
FHK_506,314.58137499999987,43.89574999999999,3.4141465270965146,0.8022999349235284,0.24017008182155505,0.019330206477859664,17.586490596357613,qps,
FHK_510,313.48154166666666,44.185055555555536,10.297939234567895,0.2749307286819827,0.2224946703264128,0.015303026358398576,18.159740317490492,p,
FHK_511,313.52083333333337,44.17349999999998,11.531506830885775,0.5030621244549445,0.06427453569927992,0.011901923998025107,17.724005658039218,qps,
FHK_514,313.38891666666666,44.4218611111111,3.6436096937919698,0.4998313039014156,-0.052941901370789385,0.009195561787371962,17.919325901582283,qps,
FHK_517,313.4169999999998,44.43058333333333,1.3907230461675095,0.6250668018799438,-0.27503734203996777,0.006303958071179826,15.614338815822785,b,
FHK_524,312.70249999999993,44.28433333333333,0.9843884224078918,0.9035707122053148,0.19420650155505384,0.05917037661117625,17.94896921141439,s,
FHK_530,313.028,44.48988888888889,11.591652357794953,0.6003134722403357,-0.4785005514297726,0.013053122762407495,17.185958587974685,b,l
FHK_531,313.1360833333334,44.442277777777775,5.3262183183959655,0.5491820247101367,-0.061994228327015184,0.008905486808593734,17.30997563386076,qps,
FHK_532,313.111625,44.61849999999998,4.112329261196109,0.4962728138828363,-0.03906233461719053,0.012167151885849358,16.62408673670886,qps,
FHK_543,312.94912499999987,43.71083333333332,1.140177967237779,0.11740195811682155,0.13949847826138528,0.006349911887517989,15.92182139554656,p,
FHK_56,312.75600000000014,44.22497222222221,7.0576762141666585,0.33145409318066593,0.17899587743010778,0.013952948984991364,17.909544746296294,p,
FHK_562,313.36470833333334,44.10261111111111,,0.7546173352989263,-0.24703337965134065,0.003955084056787633,14.129596097148287,qps,
FHK_566,313.6438750000001,44.552472222222214,7.2726028076776865,0.4999430315820782,0.05120783485475687,0.010635847621775043,17.180451868404912,qps,
FHK_567,313.8686666666666,44.72905555555555,2.4277944271703507,0.1745125318929946,0.2847845384205233,0.02288862429815594,16.907814559938842,p,
FHK_569,313.7390000000001,44.645444444444436,3.8619685258764886,0.2675971689062507,-0.09957019311286228,0.009602335949550038,15.885364830674845,p,l
FHK_571,313.6909166666666,44.59666666666666,10.143562545947782,0.2017904246969957,0.1307337142699784,0.011817917425777444,17.985530385889565,p,l
FHK_575,313.3562083333333,44.45452777777778,13.388277847241303,0.7578233131248192,0.003803943928232437,0.009749480128287141,17.404139577848106,qps,
FHK_576,313.284625,44.834722222222226,1.6481765869872227,0.14687521085707422,-0.2861514110075851,0.015270442141935812,18.072639693,mp,
FHK_577,313.34925,45.113277777777775,,0.9418154790739642,0.6350744624190905,0.08929239175593581,18.017617467741943,apd,
FHK_579,314.99058333333335,44.78683333333335,1.360431576396984,0.8446176444778818,0.22075508965968996,0.011514960663075944,15.293953728467152,l,
FHK_580,313.4255833333333,44.44825,6.87831654980067,0.6885542882884157,-0.042750523053663184,0.013893931764192536,17.546147067405062,qps,
FHK_62,312.7635833333333,44.1536111111111,7.894870402790303,0.2527154180413259,0.012457041955958491,0.00960212170175407,15.998682344649445,p,l
FHK_67,312.7834583333332,44.53055555555557,6.311574572962956,0.7568968596498877,-0.13403811999062687,0.032086858160802784,17.175922171518987,qps,
FHK_75,312.8069166666665,44.539611111111114,,0.8288658249624723,-0.23865356663684625,0.007888862965230434,16.547669854113927,b,l
FHK_79,312.81516666666664,44.24861111111111,6.609562065148813,0.7032805992621747,0.22387018582417012,0.015908646500503866,15.457927763468636,qps,
FHK_8,312.52520833333324,44.296944444444435,3.95219797321546,0.3671689040057501,0.14586244393803358,0.01879792424634779,17.930861225227964,p,
FHK_82,312.82383333333325,44.308305555555535,7.1698532974698255,0.5415476112917973,0.4448481806082776,0.06099242254357929,17.210951628481016,qpd,
FHK_86,312.83741666666657,44.43877777777776,3.8400512469274233,0.4839201361269446,0.10122123192231997,0.021141952295733568,15.12139472943038,qps,
FHK_98,312.85299999999995,44.30516666666665,2.6917832092747616,0.8970311938016787,0.3803036965148341,0.033676525356592546,18.1333075066879,apd,
GDR1_2065995748890512768,313.4822098612072,42.75857157120715,5.945187964157264,0.4869634770413387,-0.061486528744907815,0.005434939529058362,15.126327520529802,qps,
GDR1_2066790146043148928,313.063094833578,43.502067898891696,,0.7097460199844141,0.10170968776206524,0.030626959854600407,16.51341547033333,qpd,
GDR1_2066844954118735744,313.0565416594131,43.677474814002274,9.096729161457397,0.7295369674154663,-0.04039033995052894,0.018626387881599104,17.179727661999998,b,
GDR1_2066855807501721472,312.72695122983924,43.773269174141255,3.5960404131259973,0.8182842450453309,-0.023623972657024362,0.009622465576257946,16.624553913804714,qps,
GDR1_2067026815919131392,312.1477361340496,43.88704390388232,0.9877223644792176,0.8770119258651803,-0.14004973345772162,0.03343625504512912,16.43248228217822,l,
GDR1_2067026953358039552,312.2407993910927,43.83196843673044,3.5706759821235607,0.5306449464084901,0.031907662591947716,0.04110907224398714,18.190070663366345,q[s,
GDR1_2067030011373814272,311.9208388887532,43.72187408397071,154.57809389678428,0.7821404537305904,0.05997262261088177,0.056326186728450786,18.004417798675497,qps,
GDR1_2067032760152922112,311.90846247232747,43.8244836909553,6.680736484614524,0.8582779620105943,-0.2018581833408647,0.03402648611355388,18.552596622516557,b,
GDR1_2067034237622346240,311.85506950394415,43.80895436501861,,0.8715944085250505,-0.05341877512775376,0.10922955454795052,17.42457244257426,l,
GDR1_2067034546860024960,311.84317431163174,43.83650749979533,8.26165514204786,0.5371779700665738,0.09841581144599984,0.00739931073867793,16.38655536534653,qps,
GDR1_2067059732550905600,312.68135869358946,44.264363962796075,3.0938359927379504,0.7036261539759984,-0.0662734398043177,0.01414646191308005,16.649337016091955,qps,
GDR1_2067061691055800448,312.5413045611885,44.255897046358434,211.01752396179336,0.5034853998645563,0.02689726934797015,0.031889480872476936,18.10320173222656,qpd,
GDR1_2067062618768745728,312.6377938867216,44.26074778882028,9.480335991080453,0.6982199160869714,-0.05821526221547529,0.01696604713558671,17.495957253084107,qps,
GDR1_2067062824937136000,312.6543514096502,44.30684138979343,191.14715251466203,0.5720603718755217,0.4855464861423546,0.02086789168763394,14.797057259177215,qpd,
GDR1_2067067807089176192,312.2990627247952,44.209140069320284,0.9118839944087016,0.8855123336794467,0.14032200268430287,0.01785274770704307,17.492141815891475,s,
GDR1_2067069937403328128,312.1369366609665,44.199896751032334,115.05598312370708,0.8362540098485396,-0.16780930752750706,0.018546750932920887,17.987367584393066,qps,
GDR1_2067074301079809408,312.38411283044843,44.28419106599425,4.752594487428073,0.686107365212561,0.13687332051420611,0.08062809479696309,17.360921175766016,qps,
GDR1_2067120514926515200,312.1200287972347,44.403194018955965,9.017099354611183,0.5246423231823361,0.013071655355351056,0.0076217036370196094,16.55561252376543,qps,
GDR1_2067128658184872064,312.34681680905624,44.57699362853485,0.9209254187246996,0.7323302129521091,0.13451057931223814,0.0163899664177101,17.435537612727273,qps,l
GDR1_2067128795623856256,312.3586594109029,44.591598598223285,,0.8556209820265287,0.3054540930246705,0.012308134455924285,18.356640868773233,s,
GDR1_2161843098061857280,315.1948747006565,42.92404720463947,3.5456668576321446,0.7045349262710119,-0.03644516599511029,0.0653437726173468,18.317500283552636,qps,
