filename,class,ra,dec,ID,,catname, period,p2,p3,p4,
0.936:ID:GDR1_2162945976943020416.png,3,313.0767383,44.27513467,GDR1_2162945976943020416,,205218.41+441630.4,,,,,
0.910:ID:GDR1_2162930652500328832.png,3,313.076906,44.08750952,GDR1_2162930652500328832,,205218.45+440515.0,,,,,
0.721:ID:GDR1_2162944911791083136.png,3,313.0938566,44.23337851,GDR1_2162944911791083136,,205222.52+441400.1,3.01,,,,
0.185:ID:FHK_192.png,1,313.097,43.08236111,FHK_192,,205223.27+430456.4,7.232,,,,
0.366:ID:FHK_200.png,1,313.1092083,44.57394444,FHK_200,,205226.20+443426.1,1.433,,,,
0.821:ID:GDR2_2162951684957670144.png,3,313.1115177,44.28513874,GDR2_2162951684957670144,,205226.76+441706.4,,,,,
0.496:ID:FHK_532.png,2,313.111625,44.6185,FHK_532,,205226.79+443706.5,4.112,,,,
0.899:ID:FHK_203.png,3,313.1132917,44.07752778,FHK_203,,205227.19+440439.1,,,,,
0.803:ID:GDR1_2162931786370808448.png,3,313.1168028,44.05861394,GDR1_2162931786370808448,,205228.03+440331.0,,,,,
0.679:ID:GDR1_2162952470933669632.png,2,313.1180078,44.35405342,GDR1_2162952470933669632,,205228.32+442114.5,5.79,,,,
0.595:ID:2MASS_J20522880+4418297.png,2,313.1200225,44.30822975,2MASS_J20522880+4418297,,205228.80+441829.6,9.991,,,,
0.895:ID:FHK_210.png,3,313.1287083,44.33655556,FHK_210,,205230.88+442011.6,,,,,
0.549:ID:FHK_531.png,2,313.1360833,44.44227778,FHK_531,,205232.66+442632.1,5.329,,,,
0.833:ID:FHK_213.png,3,313.1409167,44.40719444,FHK_213,,205233.82+442425.8,8.947,,,,
0.291:ID:2MASS_J20523394+4429168.png,1,313.1414374,44.48800175,2MASS_J20523394+4429168,,205233.94+442916.8,8.627,,,,
0.727:ID:GDR1_2162951749379088640.png,3,313.1432193,44.2944995,GDR1_2162951749379088640,,205234.37+441740.1,7.278,,,,
0.170:ID:FHK_216.png,1,313.1452917,44.23347222,FHK_216,,205234.86+441400.5,10.659,,,,
0.360:ID:FHK_217.png,1,313.147125,44.55538889,FHK_217,,205235.30+443319.4,6.444,,,,
0.613:ID:GDR1_2162932851524210816.png,3,313.1519644,44.19620838,GDR1_2162932851524210816,,205236.47+441146.3,6.587,,,,
0.458:ID:GDR2_2162926254452857472.png,1,313.1646323,43.99839833,GDR2_2162926254452857472,,205239.51+435954.2,8.747,,,,
0.638:ID:GDR1_2162931580213813632.png,3,313.1660929,44.09671589,GDR1_2162931580213813632,,205239.86+440548.1,,,,,
0.136:ID:FHK_226.png,1,313.1775,44.32255556,FHK_226,,205242.59+441921.1,8.969,,,,
0.886:ID:GDR1_2162951027824541312.png,3,313.1978532,44.26164443,GDR1_2162951027824541312,,205247.48+441541.9,,,,,
0.870:ID:GDR1_2162951474504020224.png,3,313.2076249,44.31726527,GDR1_2162951474504020224,,205249.82+441902.1,8.425,,,,phased lightcurve not spectacular but seems real
0.879:ID:FHK_234.png,3,313.2109583,43.71541667,FHK_234,,205250.63+434255.5,,,,,
0.813:ID:GDR1_2162939208074518912.png,3,313.2187269,44.24031714,GDR1_2162939208074518912,,205252.49+441425.1,,,,,
0.895:ID:GDR1_2162939208074527616.png,3,313.223935,44.24917873,GDR1_2162939208074527616,,205253.74+441457.0,,,,,
0.839:ID:GDR1_2162924673904534272.png,3,313.2262823,43.87124329,GDR1_2162924673904534272,,205254.30+435216.4,,,,,
0.576:ID:FHK_489.png,2,313.2527917,44.61652778,FHK_489,,205300.67+443659.4,1.682,2.449,,,
0.406:ID:GDR1_2162952711451794176.png,1,313.2574988,44.3182722,GDR1_2162952711451794176,,205301.79+441905.7,8.263,,,,
0.782:ID:GDR1_2162984631649047936.png,3,313.2637374,44.66357119,GDR1_2162984631649047936,,205303.29+443948.8,4.765,,,,
0.603:ID:FHK_251.png,2,313.2739583,44.71030556,FHK_251,,205305.75+444237.0,4.117,,,,
0.939:ID:GDR1_2162939173714801152.png,3,313.2747694,44.26074821,GDR1_2162939173714801152,,205305.94+441538.6,,,,,
0.895:ID:FHK_253.png,3,313.2792083,44.30697222,FHK_253,,205307.01+441825.0,,,,,
0.801:ID:FHK_255.png,2,313.2841667,44.08730556,FHK_255,,205308.19+440514.2,2.327,,,,
0.146:ID:FHK_576.png,1,313.284625,44.83472222,FHK_576,,205308.31+445005.0,1.648,,,,
0.924:ID:GDR1_2162978172018122240.png,3,313.2877317,44.50295916,GDR1_2162978172018122240,,205309.05+443010.6,,,,,
0.433:ID:GDR1_2162938074203123712.png,1,313.3083529,44.21604899,GDR1_2162938074203123712,,205314.00+441257.7,7.27,,,,
0.709:ID:GDR1_2162872928138757248.png,3,313.3151536,43.73966973,GDR1_2162872928138757248,,205315.63+434422.8,,,,,
0.782:ID:FHK_272.png,3,313.3210833,44.64283333,FHK_272,,205317.05+443834.1,35.228,,,,
0.695:ID:FHK_490.png,2,313.3228333,44.46722222,FHK_490,,205317.48+442801.9,1.346,0.573,3.848,,all three peaks are likely real
0.619:ID:GDR1_2162939792190072448.png,2,313.3288317,44.24402348,GDR1_2162939792190072448,,205318.91+441438.4,9.058,,,,
0.658:ID:2MASS_J20532233+4438526.png,3,313.343053,44.64793143,2MASS_J20532233+4438526,,205322.33+443852.5,1.698572,2.4303,0.70717,,"three peaks very strong and consistent in both g and r, though phased lightcurves all look the same. unclear "
0.941:ID:FHK_577.png,3,313.34925,45.11327778,FHK_577,,205323.81+450647.7,,,,,
0.674:ID:FHK_278.png,2,313.34975,43.905,FHK_278,,205323.93+435418.0,,,,,
0.199:ID:FHK_281.png,1,313.3527083,44.34280556,FHK_281,,205324.65+442034.0,2.779,,,,
0.919:ID:GDR1_2162932993257907584.png,3,313.3529477,44.04186114,GDR1_2162932993257907584,,205324.70+440230.7,,,,,
0.757:ID:FHK_575.png,3,313.3562083,44.45452778,FHK_575,,205325.48+442716.2,13.336,,,,
0.148:ID:FHK_282.png,1,313.357375,44.17925,FHK_282,,205325.76+441045.3,1.454,3.177,,,both peaks are real; not harmonics
0.754:ID:FHK_562.png,3,313.3647083,44.10261111,FHK_562,,205327.53+440609.3,,,,,
0.643:ID:FHK_285.png,3,313.3654583,44.17630556,FHK_285,,205327.70+441034.6,6.82,,,,
0.318:ID:FHK_286.png,1,313.3675833,44.30577778,FHK_286,,205328.22+441820.7,0.974,42.72,,,both peaks seem real
0.693:ID:GDR1_2162965287117378944.png,3,313.3769366,44.44540125,GDR1_2162965287117378944,,205330.46+442643.4,,,,,
0.910:ID:GDR1_2162936665453858432.png,3,313.3807641,44.22623469,GDR1_2162936665453858432,,205331.38+441334.4,,,,,
0.499:ID:FHK_514.png,2,313.3889167,44.42186111,FHK_514,,205333.33+442518.6,3.645,,,,
0.412:ID:GDR1_2162933882314931968.png,1,313.3930354,44.12793433,GDR1_2162933882314931968,,205334.32+440740.5,6.619,,,,
0.878:ID:FHK_300.png,3,313.394875,44.48825,FHK_300,,205334.77+442917.7,4.674,,,,phased lightcurve is not awesome
0.506:ID:GDR1_2162940067068027392.png,2,313.3967864,44.28128984,GDR1_2162940067068027392,,205335.22+441652.6,21.859,,,,
0.923:ID:GDR1_2162965699433784192.png,3,313.3976903,44.46339235,GDR1_2162965699433784192,,205335.44+442748.2,,,,,
0.838:ID:GDR1_2162940067068027264.png,3,313.4012305,44.27395532,GDR1_2162940067068027264,,205336.29+441626.2,,,,,
0.443:ID:2MASS_J20533662+4439529.png,3,313.4026267,44.66467216,2MASS_J20533662+4439529,,205336.63+443952.8,3.209,,,,
0.213:ID:GDR1_2162965012238950656.png,1,313.407723,44.40578468,GDR1_2162965012238950656,,205337.85+442420.8,14.437,,,,
0.625:ID:FHK_517.png,2,313.417,44.43058333,FHK_517,,205340.07+442550.0,1.391,3.531,,,"phasing of p2 not great, so perhaps questionable"
0.905:ID:GDR1_2162935565942174208.png,3,313.4172972,44.17929426,GDR1_2162935565942174208,,205340.15+441045.4,,,,,
0.688:ID:FHK_580.png,2,313.4255833,44.44825,FHK_580,,205342.13+442653.7,6.874,,,,
0.851:ID:GDR1_2162886568955114112.png,3,313.42792,44.06351857,GDR1_2162886568955114112,,205342.70+440348.6,9.72,,,,maybe?
0.132:ID:FHK_323.png,1,313.4439583,44.18038889,FHK_323,,205346.55+441049.4,2.889,,,,
0.647:ID:FHK_493.png,3,313.4677083,44.28488889,FHK_493,,205352.24+441705.5,7.379,,,,
0.660:ID:GDR1_2162960820350057856.png,3,313.4781595,44.32833558,GDR1_2162960820350057856,,205354.75+441942.0,,,,,
0.274:ID:FHK_510.png,1,313.4815417,44.18505556,FHK_510,,205355.56+441106.1,10.2286,,,,
0.503:ID:GDR1_2065995748890512768.png,2,313.4822099,42.75857157,GDR1_2065995748890512768,,205355.73+424530.8,1.202,5.944,,,both peaks are real
0.902:ID:FHK_327.png,3,313.487125,44.85883333,FHK_327,,205356.90+445131.7,,,,,
0.886:ID:GDR1_2162961267026674432.png,3,313.4896617,44.3423794,GDR1_2162961267026674432,,205357.51+442032.5,,,,,
0.873:ID:GDR1_2162967795377160064.png,3,313.4935034,44.54305796,GDR1_2162967795377160064,,205358.44+443235.0,,,,,
0.787:ID:GDR1_2162966146109606528.png,3,313.4939417,44.42661242,GDR1_2162966146109606528,,205358.54+442535.8,4.545,,,,
0.852:ID:GDR1_2162886775113495552.png,3,313.5160985,44.02993625,GDR1_2162886775113495552,,205403.86+440147.7,4.902,,,,
0.503:ID:FHK_511.png,2,313.5208333,44.1735,FHK_511,,205405.00+441024.5,4.961,11.498,,,"there are three peaks at the p2 at 11.863, 11.498, 11.181 so using the middle"
0.831:ID:GDR1_2162966798944719488.png,3,313.536555,44.50318106,GDR1_2162966798944719488,,205408.77+443011.4,,,,,
0.703:ID:FHK_344.png,2,313.5572083,44.40897222,FHK_344,,205413.73+442432.2,9.845,5.547,1.219,,all three peaks in both g and r but phased LCs unimpressive.  1.22 might be the best period here.
0.694:ID:GDR1_2162962985013647616.png,3,313.5669948,44.40291592,GDR1_2162962985013647616,,205416.07+442410.4,,,,,
0.698:ID:GDR1_2162989201494332800.png,2,313.5738325,44.811135,GDR1_2162989201494332800,,205417.71+444840.0,12.511,,,,
0.956:ID:FHK_348.png,3,313.588125,44.25755556,FHK_348,,205421.15+441527.1,,,,,
0.900:ID:GDR1_2162961541904548992.png,3,313.595932,44.32092658,GDR1_2162961541904548992,,205423.02+441915.3,,,,,
0.666:ID:GDR1_2162989510731974016.png,2,313.6017437,44.80487816,GDR1_2162989510731974016,,205424.41+444817.5,8.234,,,,
0.827:ID:GDR1_2162988754817727232.png,3,313.6121693,44.79805823,GDR1_2162988754817727232,,205426.92+444753.0,,,,,
0.876:ID:GDR1_2162988101982678912.png,3,313.6231402,44.75750336,GDR1_2162988101982678912,,205429.55+444527.0,,,,,
0.651:ID:FHK_496.png,1,313.6274583,44.4015,FHK_496,,205430.59+442405.3,6.133,,,,
0.499:ID:FHK_566.png,2,313.643875,44.55247222,FHK_566,,205434.53+443308.8,7.277,,,,
0.838:ID:GDR1_2162969788241973632.png,3,313.6860746,44.52895152,GDR1_2162969788241973632,,205444.65+443144.2,,,,,
0.659:ID:GDR1_2162969788241971712.png,2,313.6900623,44.52697729,GDR1_2162969788241971712,,205445.61+443137.1,12.757,,,,
0.886:ID:GDR1_2162976419671618816.png,3,313.6902575,44.72828318,GDR1_2162976419671618816,,205445.66+444341.8,,,,,
0.367:ID:FHK_571.png,1,313.6909167,44.59666667,FHK_571,,205445.81+443547.9,10.134,,,,
0.586:ID:FHK_361.png,3,313.6941667,44.20166667,FHK_361,,205446.59+441205.9,12.513,,,,
0.845:ID:FHK_362.png,2,313.713125,44.19302778,FHK_362,,205451.14+441134.9,,,,,
0.796:ID:GDR1_2162975698125115392.png,3,313.7264296,44.72860375,GDR1_2162975698125115392,,205454.34+444342.9,,,,,
0.267:ID:FHK_569.png,1,313.739,44.64544444,FHK_569,,205457.36+443843.5,3.862,,,,
0.816:ID:GDR1_2162909830498130048.png,3,313.762596,44.18112216,GDR1_2162909830498130048,,205503.02+441052.0,,,,,
0.917:ID:GDR1_2163069500202546688.png,3,313.7666235,44.74070007,GDR1_2163069500202546688,,205503.98+444426.5,,,,,
0.242:ID:FHK_371.png,1,313.796375,43.95413889,FHK_371,,205511.13+435714.9,12.681,,,,
0.381:ID:FHK_372.png,1,313.8260417,44.50352778,FHK_372,,205518.24+443012.6,4.139,,,,
0.174:ID:FHK_567.png,1,313.8686667,44.72905556,FHK_567,,205528.47+444344.5,2.428,,,,
0.628:ID:GDR1_2162903680105026176.png,3,313.9271421,44.23687717,GDR1_2162903680105026176,,205542.51+441412.7,9.009,,,,
0.715:ID:GDR1_2162904161141389696.png,3,313.98793,44.25995103,GDR1_2162904161141389696,,205557.10+441535.8,8.751,,,,
0.897:ID:GDR1_2163017101601143040.png,3,314.0202032,44.58231171,GDR1_2163017101601143040,,205604.84+443456.3,,,,,
0.814:ID:GDR1_2162902683672550912.png,3,314.0487984,44.18196084,GDR1_2162902683672550912,,205611.71+441055.0,4.473, ,,, 
0.859:ID:FHK_390.png,3,314.0839583,44.70777778,FHK_390,,205620.15+444228.0,,,,,
0.853:ID:GDR1_2162091003573281920.png,3,314.1507482,43.35907206,GDR1_2162091003573281920,,205636.17+432132.6,,,,,
0.536:ID:2MASS_J20564400+4346000.png,2,314.1833688,43.76669444,2MASS_J20564400+4346000,,205644.00+434600.0,4.064, ,,,
0.216:ID:GDR1_2162134880959435904.png,1,314.1945194,43.76723966,GDR1_2162134880959435904,,205646.68+434602.0,3.371,,,,
0.852:ID:FHK_405.png,3,314.194875,43.76916667,FHK_405,,205646.77+434608.9,,,,,
0.902:ID:PSO_J205647.351+434127.587.png,3,314.197324,43.69100544,PSO_J205647.351+434127.587,,205647.35+434127.6,,,,,
0.738:ID:GDR1_2162091278451209472.png,3,314.2148786,43.38047443,GDR1_2162091278451209472,,205651.57+432249.7,,,,,
0.404:ID:FHK_408.png,1,314.2157083,43.38702778,FHK_408,,205651.77+432313.2,1.41,3.437,,,both might be real peaks though there is also a 0.77d harmonic
0.491:ID:FHK_409.png,2,314.2174583,44.09766667,FHK_409,,205652.18+440551.6,12.937,,,,
0.686:ID:GDR1_2162135327636039936.png,3,314.247254,43.79804463,GDR1_2162135327636039936,,205659.34+434752.9,,,,,
0.643:ID:2MASS_J20570162+4341387.png,3,314.2567903,43.69410701,2MASS_J20570162+4341387,,205701.62+434138.7,0.748,,,,
0.841:ID:GDR1_2162121961697794304.png,3,314.2639595,43.69569039,GDR1_2162121961697794304,,205703.35+434144.4,,,,,
0.541:ID:GDR1_2163020881172468608.png,2,314.266983,44.63076132,GDR1_2163020881172468608,,205704.07+443750.7,3.277,,,,
0.687:ID:GDR1_2162122339654917120.png,3,314.2815455,43.69990581,GDR1_2162122339654917120,,205707.57+434159.6,7.156, ,,,
0.672:ID:FHK_418.png,2,314.28275,43.69872222,FHK_418,,205707.86+434155.4,2.7,,,,
0.940:ID:GDR1_2162122064777006080.png,3,314.3020878,43.68232216,GDR1_2162122064777006080,,205712.50+434056.3,,,,,
0.708:ID:GDR1_2162117563651224960.png,3,314.3612273,43.59153145,GDR1_2162117563651224960,,205726.69+433529.5,6.974,,,,
0.929:ID:GDR1_2162239506362783488.png,3,314.4054311,44.1122048,GDR1_2162239506362783488,,205737.30+440643.9,,,,,
0.304:ID:FHK_430.png,1,314.4521667,43.49522222,FHK_430,,205748.52+432942.8,7.285,,,,
0.424:ID:FHK_431.png,1,314.4534167,44.09055556,FHK_431,,205748.82+440526.0,3.555,,,,
0.791:ID:FHK_434.png,3,314.4995,43.89055556,FHK_434,,205759.88+435326.0,3.777,,,,
0.802:ID:GDR1_2162126187945624704.png,3,314.5057528,43.7555932,GDR1_2162126187945624704,,205801.38+434520.1,,,,,
0.683:ID:GDR1_2162127562335172992.png,2,314.5252254,43.82579208,GDR1_2162127562335172992,,205806.05+434932.8,3.929,,,,
0.771:ID:GDR1_2162127974652045056.png,1,314.5254814,43.88363073,GDR1_2162127974652045056,,205806.11+435301.0,4.139,,,,
0.880:ID:FHK_438.png,3,314.531875,43.88133333,FHK_438,,205807.65+435252.7,,,,,
0.788:ID:GDR1_2162126325384584576.png,3,314.5369223,43.78327261,GDR1_2162126325384584576,,205808.86+434659.7,5.91,,,,
0.858:ID:GDR1_2162240708953684992.png,3,314.5397046,44.18408643,GDR1_2162240708953684992,,205809.52+441102.7,,,,,
0.525:ID:FHK_442.png,2,314.54175,43.76,FHK_442,,205810.01+434535.9,4.529,,,,
0.679:ID:GDR1_2162128009011784832.png,3,314.5450978,43.88560766,GDR1_2162128009011784832,,205810.82+435308.1,,,,,
0.557:ID:FHK_444.png,3,314.54775,43.88252778,FHK_444,,205811.46+435257.0,,,,,
0.155:ID:GDR1_2162251394832460672.png,1,314.5513791,44.34949107,GDR1_2162251394832460672,,205812.33+442058.1,6.426,,,,
0.866:ID:GDR1_2162221776736976896.png,3,314.5709473,43.89535911,GDR1_2162221776736976896,,205817.02+435343.2,,,,,
0.818:ID:FHK_451.png,3,314.5746667,43.89558333,FHK_451,,205817.91+435344.1,14.99,,,,
0.733:ID:PSO_J205818.503+435346.014.png,3,314.5771035,43.89608889,PSO_J205818.503+435346.014,,205818.50+435345.9,,,,,
0.802:ID:FHK_506.png,3,314.581375,43.89575,FHK_506,,205819.52+435344.6,3.413,,,,
0.854:ID:GDR1_2162221811096717952.png,3,314.5817322,43.89846388,GDR1_2162221811096717952,,205819.61+435354.4,,,,,
0.824:ID:FHK_455.png,3,314.58975,43.89580556,FHK_455,,205821.53+435344.9,,,,,
0.664:ID:FHK_456.png,3,314.5970833,43.88302778,FHK_456,,205823.29+435258.8,7.829,0.885,,,questionable second period
0.386:ID:GDR1_2162221536218867072.png,1,314.598556,43.882055,GDR1_2162221536218867072,,205823.65+435255.3,18.956,,,,
0.810:ID:2MASS_J20582381+4353114.png,3,314.599206,43.88648447,2MASS_J20582381+4353114,,205823.80+435311.3,,,,,
0.733:ID:FHK_459.png,3,314.6000417,43.8985,FHK_459,,205824.00+435354.5,2.45,1.682,,,likely real second period
0.806:ID:FHK_460.png,2,314.6064583,43.89127778,FHK_460,,205825.55+435328.5,8.536,,,,
0.891:ID:GDR1_2162221639298015872.png,3,314.6126043,43.88890232,GDR1_2162221639298015872,,205827.02+435320.0,,,,,
,,314.621125,44.18061111,FHK_464,,205829.07+441050.1,,,,,
0.860:ID:GDR1_2162221673657763584.png,3,314.6267389,43.89975753,GDR1_2162221673657763584,,205830.41+435359.1,6.444,,,,
0.708:ID:GDR1_2162221673657766272.png,3,314.6270018,43.90262236,GDR1_2162221673657766272,,205830.48+435409.4,,,,,
,,314.6289167,43.75311111,FHK_468,,205830.94+434511.1,,,,,
0.933:ID:GDR1_2162227205576431488.png,3,314.6399737,44.05985047,GDR1_2162227205576431488,,205833.59+440335.4,6.64,,,,
0.668:ID:GDR1_2162078393549548288.png,3,314.6652179,43.7191862,GDR1_2162078393549548288,,205839.65+434309.0,5.165,,,,phasing is not great
0.691:ID:FHK_473.png,3,314.665625,44.02577778,FHK_473,,205839.74+440132.7,,,,,
0.702:ID:GDR1_2162224147560188672.png,3,314.6975082,44.02632161,GDR1_2162224147560188672,,205847.40+440134.7,10.171,,,,
0.964:ID:GDR1_2162235726791704960.png,3,314.7046178,44.27115999,GDR1_2162235726791704960,,205849.10+441616.1,,,,,
0.798:ID:GDR1_2162223086709799296.png,3,314.721743,43.97580024,GDR1_2162223086709799296,,205853.21+435832.8,,,,,
0.889:ID:FHK_479.png,3,314.7742917,43.95086111,FHK_479,,205905.83+435703.0,,,,,
0.782:ID:DPP2017_409.png,3,314.8032263,44.2741207,DPP2017_409,,205912.77+441626.8,,,,,
0.786:ID:GDR1_2162235795513138560.png,3,314.8118829,44.20792432,GDR1_2162235795513138560,,205914.85+441228.5,,,,,
0.804:ID:FHK_485.png,3,314.886,44.14327778,FHK_485,,205932.64+440835.7,,,,,
0.804:ID:GDR1_2162231676644797824.png,3,314.8864393,44.1430611,GDR1_2162231676644797824,,205932.74+440835.0,,,,,
0.844:ID:FHK_579.png,3,314.9905833,44.78683333,FHK_579,,205957.74+444712.6,3.737,,,,
0.704:ID:GDR1_2161843098061857280.png,3,315.1948747,42.9240472,GDR1_2161843098061857280,,210046.76+425526.5,3.547,,,,
