preferred_name,ID,RA,DEC,nu,r_mag,period,Q,M,primary_class,secondary_class,cmd_slope,cmd_slope_err,cmd_intercept,intercept_err,cmd_angle,angle_error,cmd_vector_length
2MASS_J20470481+4349114,2MASS_J20470481+4349114,311.77007069097664,43.8198374299041,0.031808997294989,19.03489389459461,,0.8928500840000001,0.06594433200000001,s,,1.691214267681385,0.1387540855130876,17.957834264386605,0.2174909767918951,59.404551460229385,2.054019779615497,1.6104231193242666
Gaia_DR2_2067031596218019072,2MASS_J20475256+4345137,311.9689046469143,43.75372371764185,0.0095714189789098,18.24218667194719,5.936473228,0.304889476,0.24522031800000002,p,,0.9575749682129984,0.0344964712952898,18.349175855616046,0.0849284987678142,43.758466479563,1.0303647445004815,0.9943359983551486
2MASS_J20475581+4329019,2MASS_J20475581+4329019,311.98252525962954,43.48387322013138,0.07228772449697299,17.6808145717608,1.013585872,0.9296843379999999,0.01969673,s,,4.336563917258881,0.3717509059021848,11.747469244367945,0.6591503185579111,77.01473551621062,1.0641270484369785,2.549774086831944
2MASS_J20483292+4351190,2MASS_J20483292+4351190,312.1371734648398,43.85529686187581,0.0684811760224634,19.306390517375885,,0.640601588,-0.7505649670000001,b,l,-17.36071595604136,21.942857741003774,52.3494566606752,39.85088660016601,-86.70333077061956,3.2071639323632577,2.58414309466722
FHK_33,2MASS_J20505039+4450115,312.7099655363757,44.836540725881186,0.0905067947611391,16.876935947682117,222.58683880000004,0.47588203,0.351957332,qpd,,17.338361239419836,3.5349466508225698,-18.21792438408023,7.5441655503132585,86.69908931261885,0.6399714602764816,3.1634618072505116
FHK_37,2MASS_J20505363+4424305,312.7234562095467,44.40844658880434,0.0285538358851027,17.000678722364217,5.340230268,0.859273252,0.7841204959999999,apd,,2.216667599699659,0.2930146611778573,14.240086922194454,0.6565123415773195,65.71854849731176,2.826321193466459,1.3120728773441852
FHK_539,2MASS_J20505543+4417461,312.7309994942258,44.2960874126181,0.0137824993796219,17.795238330939227,9.371,0.7805480743069976,0.181253393,qps,,1.1347976111077576,0.0886769073167217,17.518151736208775,0.1778208922563102,48.613032983980645,2.215542654157844,0.7348071196613435
FHK_54,2MASS_J20510029+4424364,312.75123585817425,44.410094107931116,0.0207055529422814,18.333751248089172,7.008938672999999,0.236834083,0.117572265,p,,1.3414545907006146,0.1160547900130228,17.649489850189145,0.2320338436125428,53.29696435090505,2.368158551214409,1.302836077904966
FHK_527,2MASS_J20510663+4421407,312.777638321121,44.361312210949386,0.0087955575342645,15.6455768443038,1.397424774,0.421227956,-0.155319892,p,l,1.9236475012993013,0.3605336763153092,14.362597457009914,0.4998112576923557,62.53251900014038,4.2105294268392335,0.3123196458137652
FHK_69,2MASS_J20510895+4416420,312.78730191056013,44.27831364345297,0.0171236808657591,18.228841724350648,6.149,0.8376648702357676,0.5816675570000001,qpd,,1.1342249873537402,0.0643616890449656,17.951083663699556,0.1250022058885989,48.59868791242794,1.6074757165373603,0.9298947234472058
FHK_73,2MASS_J20511252+4418093,312.80219789507777,44.30255956257102,0.0099767797127676,17.507911318037973,7.988072978,0.293629507,-0.115032841,p,,1.4901026968348234,0.1497621918341352,16.581299544534133,0.2847145152705526,56.13464774669963,2.6506967533880554,0.5499037101448508
FHK_558,2MASS_J20511262+4418454,312.8025823261458,44.31261411198452,0.0138383504745644,13.068657866019418,,0.9242049840000001,-0.208446847,s,,0.7444494351909199,0.1681902800011676,13.396723244349074,0.2197537996893404,36.665817245795225,6.0673891252808785,0.3489339323735613
FHK_563,2MASS_J20511374+4422252,312.8072667450728,44.37366095322359,0.0107920382475184,18.71398950095541,2.076397142,0.446185117,-0.088629355,qps,,1.0493254389457984,0.0424587739500768,18.61522082443973,0.0814910891323297,46.37879208441753,1.1591087670896079,0.8574226692554875
FHK_77,2MASS_J20511455+4413379,312.8106511817742,44.22717526035429,0.007355554428609002,17.319683960516606,235.4983471,0.816245123,-0.003947203,qps,,1.4813121557791409,0.0941910232886594,16.326899192212096,0.1942096883169686,55.97761303125174,1.6910794133235014,0.5818486811376468
FHK_557,2MASS_J20512059+4420322,312.8358131674537,44.342285888519115,0.0070382604601158,16.97498299079365,1.623785909,0.8095383890000001,-0.422165856,b,,1.0705425193890077,0.0601818139172887,16.836363626046094,0.1152635194732312,46.951288450139046,1.6040890891566062,0.4118425772815669
2MASS_J20512139+4424054,2MASS_J20512139+4424054,312.83911742903166,44.40149991620572,0.0078098505966115,13.141350378481016,,0.832574785,-0.18360734,b,,1.0633203534424027,0.2707361766952729,13.073534689715462,0.2879905646885241,46.75777362935655,7.038294814638716,0.2439144468042928
FHK_144,2MASS_J20515226+4418213,312.9677502432141,44.3059157295101,0.0280091086084606,18.200085904761906,2.026,0.8639514496242007,0.044634810999999996,qps,,1.329430760447506,0.0940067665713629,17.531656564174448,0.1857133718599666,53.04945499097807,1.9355062512283798,1.2506654996025364
FHK_206,2MASS_J20522880+4418297,313.1200224959053,44.30822974945297,0.0382967377905526,18.360091347619047,9.993746026,0.56793159,0.496119698,qpd,,1.599043727309002,0.3385587366800324,17.123599773897425,0.6642077728107338,57.97921960487503,5.488203973294046,1.8562110855249598
FHK_533,2MASS_J20523394+4429168,313.14143743188987,44.48800174730115,0.0084458600536999,17.406404526265824,8.615267333,0.291655047,0.082551618,p,,1.2750269976370303,0.0697395394672284,16.749109382207177,0.1650791512020415,51.89301222333084,1.5227557579240218,0.5976714868142974
FHK_277,2MASS_J20532233+4438526,313.3430529515253,44.647931427049905,0.0071508749306128,15.530116970476193,2.430701549,0.658417215,-0.18946076399999998,qps,,0.9514634300230316,0.0675677802514312,15.644325346854394,0.1534926659785576,43.57523970196758,2.0261487976224086,0.289022037599412
FHK_307,2MASS_J20533662+4439529,313.40262665227465,44.66467215720368,0.0099865396801206,16.721199944303795,3.2087630889999996,0.44376914100000003,0.597817034,qpd,,1.2551942678216126,0.0883607578050436,16.116938869759732,0.2043126539320985,51.456037630570314,1.9597622936626744,0.7044804442752785
FHK_403,2MASS_J20564400+4346000,314.1833687815177,43.76669443921591,0.0150611339661432,18.060018507973425,4.061232427,0.452652619,0.206436597,qps,,1.081830712859237,0.0783278087115368,17.913954259377974,0.138449510278944,47.250971626844816,2.0792643328860905,0.8267628373901778
FHK_411,2MASS_J20570162+4341387,314.25679032427837,43.69410701051157,0.011315739744883,18.564869548504983,2.988385751,0.611440255,-0.048691535999999994,qps,,1.0513633693072642,0.0591519463484475,18.46481057084377,0.1122867671954441,46.4343091018099,1.6086566620776102,0.7339694769971321
LkHA_188,2MASS_J20582381+4353114,314.59920599772784,43.88648447204281,0.0406147719677702,13.15541461960133,1.01140284,0.7786613029999999,0.841031532,qpd,,3.565425815715269,0.1266981698700215,10.00502676315626,0.1537300152523144,74.33271051102194,0.5269941927152298,1.1078825706902486
Gaia_DR2_2162236280858326912,DPP2017_409,314.80322628703317,44.2741206966779,0.0083428592246347,17.163282937962965,,0.78291384,-0.4314689470000001,b,,0.6427132756020784,0.1108565325235381,18.00512173938875,0.2569435653606433,32.72939150712109,4.459646368121995,0.4830256818784232
FHK_101,FHK_101,312.8605833333333,44.60799999999998,0.0643637317942498,18.2055116514377,8.997,0.8925445647743846,-0.04717578099999999,s,,-16.81419408327935,47.42739780275198,52.050230476148826,90.52541607455362,-86.59642485338719,88.74679224615849,2.6067809543596026
LkHA_158,FHK_115,312.88908333333325,44.443583333333336,0.0132791571645209,14.999444261269838,6.292011061,0.7093870590000001,0.103432501,qps,,2.9412409231808114,0.3620357847458999,11.385310997338513,0.6762191954454817,71.22234894591432,2.131866206645377,0.5248745782688579
FHK_118,FHK_118,312.8974583333333,44.51088888888889,0.0103097774928305,18.105954954746835,4.416535527,0.113656855,0.17105148,p,,1.19366581579208,0.0994179310879567,17.701736049371398,0.207035164551268,50.04522591236346,2.345787749915914,0.8438104458878642
FHK_123,FHK_123,312.9110833333333,44.0613888888889,0.031899543097807,16.960586586037735,0.948732505,0.9170091570000001,-0.09473358800000001,s,,1.9894049497146389,0.1172151334038198,15.036707304609127,0.2309020767555942,63.31302185817253,1.3493192045032636,1.3331692405981557
FHK_127,FHK_127,312.9219166666666,43.798611111111114,0.010031587374708,15.689936412432427,1.356962746,0.43952110899999997,0.077011043,qps,mp,1.5781159673861105,0.2391494344576885,14.556195001074446,0.4672246499568313,57.6389131738334,3.781515356247701,0.5755131852726523
LkHA_162,FHK_130,312.92541666666665,44.64908333333333,0.0070598206451841,15.44070238892405,8.214345952,0.584323499,-0.07990298900000001,qps,l,1.094336777828936,0.1044973573993433,15.239570455134327,0.2216984198516565,47.57907331737463,2.7144365308445595,0.2676540436701741
FHK_133,FHK_133,312.9370833333333,44.4386111111111,0.0104241886175103,16.875230833860762,3.772258735,0.154098754,0.034869356000000004,p,l,1.9890075383515384,0.3357273702532601,15.152452358708866,0.5877954163048722,63.30842803715168,3.7838315527569972,0.5556513390350539
FHK_134,FHK_134,312.93816666666663,43.81730555555556,0.0195257172801706,18.4704446723301,6.242051875,0.6086663139999999,0.25513472,qpd,,1.1816056711718748,0.0886766638399263,18.052017573136748,0.1996660831712127,49.7585604909529,2.1106812039266747,1.018761556655726
FHK_137,FHK_137,312.94395833333334,44.37258333333333,0.0145454837283569,16.42148929050633,2.1754194559999998,0.24557758100000002,0.108992362,p,,1.518164931760105,0.2412507010635476,15.303058309106758,0.5142200987960353,56.62750408031312,4.094818997302791,0.7073336049866564
FHK_138,FHK_138,312.94758333333334,44.53561111111111,0.0266389073319194,18.38911595189873,6.421386329,0.698575058,0.400023807,qpd,,1.5207715163724709,0.2155321647628298,17.283783895855578,0.4491832810837568,56.6726410377283,3.6835259461408767,1.2638805127154216
FHK_142,FHK_142,312.95675,44.63127777777776,0.0041957972214868,14.645893890506333,,0.85285742,-0.727325805,b,,0.9575547377699396,0.0631525786971718,14.71306390582352,0.1023736562043664,43.75786182513459,1.8819716982783488,0.2117223091594542
FHK_146,FHK_146,312.9820833333334,44.5646388888889,0.0190802156271585,15.871081526045014,47.6288296,0.8750612329999999,0.850254675,apd,,4.087554146401793,0.414200770178156,10.119898332864892,0.7680816908950767,76.25288493358202,1.3453177699182324,0.809195390528528
LkHA_138,FHK_15,312.654125,44.34716666666666,0.0234484449780067,15.2951091471519,,0.9170863579999999,0.44679756600000003,l,,5.6599901418518375,0.8945235461800509,6.4671972640209745,1.6949911757584544,79.98045385875703,1.499416601679411,0.6967784172742433
FHK_150,FHK_150,312.9936666666666,44.62338888888888,0.0123198905774066,17.326969899999998,1.905820305,0.119857102,0.134623175,p,,0.9497179058711744,0.1019503576555138,17.44559994969284,0.2522388267322615,43.52270244045829,3.068155614791425,0.7563786557681297
LkHA_164,FHK_153,312.99662499999994,44.42880555555556,0.0117449855050601,15.192673933544304,4.1544103439999995,0.796673072,-0.120431691,qps,,1.1154205534798505,0.1883785542040469,14.984118439762964,0.3445043758847985,48.12304458701554,4.7224443780583005,0.3214520533523929
FHK_155,FHK_155,312.9975416666666,44.272861111111105,0.0083494597378896,14.666361271296294,,0.9446047240000001,-0.31421863899999997,b,,0.8836592649684325,0.0750145509790525,14.85770675901783,0.1245699959064587,41.46572150733151,2.409948715759055,0.2863970199594204
FHK_158,FHK_158,313.00466666666665,44.544166666666676,0.0062942173076196,15.927255687619047,4.758,0.7622063571331341,-0.20086633399999998,qps,,0.7820356869577025,0.1024550902659753,16.31601625021247,0.1830432766960008,38.02667624994094,3.599453435977003,0.2529272738293641
FHK_163,FHK_163,313.0193333333333,44.625111111111096,0.0263447063876699,14.156162515555556,54.68595864,0.803827277,1.110095103,qpd,,3.341298454333061,0.2802974878344659,9.140747159045398,0.5988969135178035,73.33835497678031,1.3192526227383332,0.9286603029519392
FHK_164,FHK_164,313.02204166666667,44.291472222222225,0.0246674863426654,17.454611510759488,10.169,0.7436173464984345,0.653486386,qpd,,1.9771379900497468,0.2678164416659956,15.218219709653368,0.6126745889421725,63.17055317381324,3.098804852655161,1.2140903325239425
LkHA_168,FHK_165,313.0252083333333,44.28777777777778,0.0073760698170036,12.924269782901554,,0.94286067,-0.434041268,b,l,0.7269203152174949,0.0830849308732349,13.25838457125616,0.10111734291299697,36.01416384695241,3.1089172166908465,0.1974779527387685
FHK_172,FHK_172,313.04820833333326,44.29855555555557,0.0149120500256585,16.146627497468355,3.5357204089999996,0.350141197,0.415245694,p,,3.1139232912396824,0.3843134479863928,12.0115776636772,0.7551788403057094,72.19618680042826,2.0496196577365016,0.5739417271000732
FHK_176,FHK_176,313.0564583333333,44.20058333333334,0.0059747296567214,16.12621518878327,0.972364247,0.4,0.38213955299999997,p,,4.603354298773203,1.193749400310776,16.121758864266912,0.0073360757200582,77.74388839921694,2.805982769139067,0.2047227413712892
FHK_179,FHK_179,313.063125,44.28908333333332,0.0239118186392349,18.67728777010582,191.1471525,0.8915359759999999,-0.10454202800000001,l,,1.6139238069063475,0.0904849557526998,17.404968726441354,0.1814557016829372,58.21731616933155,1.430855359633393,1.5713204218697157
LkHA_171,FHK_181,313.0643750000001,44.469722222222224,0.0176453431334284,16.667725382594934,211.017524,0.7516133290000001,0.267596968,qpd,,2.6240904786704053,0.2336960505051222,13.369010893810652,0.4715990041920745,69.1389356621889,1.693867227285651,0.826041247431861
FHK_182,FHK_182,313.0696249999998,44.258111111111106,0.0094634776200692,17.548647459662288,7.864284321,0.213592118,0.253614189,p,l,1.1102737257857735,0.06640019263624801,17.32628826425684,0.1350618309275386,47.991307393012235,1.6990068743267943,0.6481674310837121
FHK_183,FHK_183,313.074375,44.354444444444454,0.0084060194269332,17.080885022468355,3.211301186,0.339658929,-0.009943933,p,,1.287181088122352,0.086747212596113,16.511459075019086,0.17180608121454094,52.156671058027285,1.864589322207751,0.459062088352224
FHK_192,FHK_192,313.097,43.082361111111105,0.0117899722350061,17.51118385960265,7.2293159,0.185978552,0.194843522,p,l,2.0038407441331594,0.16966833628575598,15.481052265747426,0.3418934981230705,63.478892950848206,1.9270038135050007,0.5918840941048028
FHK_200,FHK_200,313.1092083333333,44.573944444444436,0.0066072051054497,15.642248783860762,1.43293698,0.36664853399999997,-0.184694897,p,,1.2963812711244742,0.1121626241507467,14.976722120223135,0.2492815301891289,52.35419437235514,2.401753378685397,0.3663405799810351
FHK_203,FHK_203,313.11329166666667,44.077527777777796,0.017298234494587,18.32473673219048,0.9159824529999999,0.899913075,-0.007048545,s,,1.1599930009737829,0.0542439370732888,17.97520807130338,0.1181835838229954,49.23622383188718,1.319339250261355,1.1272026919915743
FHK_21,FHK_21,312.66883333333334,44.3473888888889,0.0090972942099461,17.449447292088607,1.035877909,0.9030367659999999,-0.280924173,b,,1.1241320516492852,0.0611282825629745,17.150835564690333,0.1463286702390878,48.344501415522735,1.5432627935658323,0.6590764194609561
LkHA_174,FHK_210,313.1287083333333,44.33655555555556,0.0575314370148184,17.216935001265824,,0.8951428140000001,0.47661891,apd,,4.746813977718956,1.3034130729024784,10.020545818677741,2.5174550575827963,78.10358817724527,3.1203311460418814,2.25756840696686
FHK_213,FHK_213,313.14091666666667,44.407194444444436,0.0211488645699885,18.33769013734177,8.937695417999999,0.833252799,-0.073479322,qps,,1.083067764844594,0.0564854644866836,18.152430064606868,0.1321764541885173,47.283608347881575,1.4872027370425709,1.4325854679024363
FHK_216,FHK_216,313.14529166666665,44.233472222222225,0.010985937098055,16.1096266894636,10.64909183,0.17096604,0.295120494,p,l,3.2279717839734445,0.2778407402704075,12.2639493651256,0.4778428965008698,72.7874343161708,1.3827661410604806,0.5782976337304354
FHK_217,FHK_217,313.1471249999999,44.55538888888889,0.0134592915899969,17.3700066306962,6.441763937999999,0.360205793,0.279628721,p,,1.0185528607389776,0.0514906576556668,17.31487007138739,0.1473421906864676,45.52660036661679,1.4434010468959395,0.8242980216777881
FHK_22,FHK_22,312.678375,44.36530555555554,0.0108562699755055,17.840674112658228,1.025153559,0.8919054679999999,-0.22548389100000002,s,,0.8726642331369119,0.0487656306941303,18.16519781532393,0.1241231458367693,41.11004008252189,1.5897459295741836,0.893245133020981
FHK_226,FHK_226,313.1774999999999,44.322555555555546,0.0164578548592488,17.37768687468354,8.977221807000001,0.136448135,0.09089936400000001,p,,2.517164543638996,0.3930040930003679,14.269067831626227,0.8123335708571151,68.33343995904917,3.0322653644197834,0.8246592477808411
FHK_234,FHK_234,313.21095833333334,43.71541666666667,0.0227024397684657,18.314623541471573,1.301703335,0.8795810079999999,0.6697706999999999,apd,,0.9527880683972628,0.09993028586213698,18.40524530476543,0.2191222230733043,43.61504795031488,2.9612124315574606,1.5790356488570108
LkHA_140,FHK_24,312.68720833333333,44.26516666666665,0.0192491322984354,16.181072238342967,3.2240521419999997,0.9064341359999999,-0.212533141,s,,0.5466956224980847,0.0859693911087492,17.101266278766175,0.1731786621519777,28.66523367072197,3.769494211929161,0.6463265960119212
LkHA_177,FHK_251,313.2739583333334,44.710305555555536,0.0097790901334249,15.94552321170886,4.116498968,0.6038816379999999,0.016617629,qps,,1.4326412788559633,0.0902286176540866,14.97142874950923,0.2029897748779809,55.084518445510035,1.6865809794794764,0.4672069554937634
FHK_253,FHK_253,313.2792083333334,44.30697222222222,0.0055099992774587,14.196387123492062,,0.895302059,-0.7174817529999999,b,,0.8644899813140554,0.1024011831253755,14.35350251960492,0.1185525082322129,40.84308601227421,3.333704987788419,0.2171303609469006
FHK_255,FHK_255,313.28416666666664,44.087305555555545,0.0345004884449746,18.22356009295238,2.326244467,0.801024548,0.096186181,qps,,1.2584428628589437,0.0905296095634622,17.67823802059825,0.1958894564423872,51.52819343750973,1.9993084067292868,1.661181712768511
FHK_26,FHK_26,312.692,44.319444444444436,0.0281360817067058,16.437197907911393,13.70463665,0.648882999,0.427430752,qpd,p,3.621040433318063,0.8626591144643431,11.484003317496095,1.6271249785641908,74.5617787502865,3.4830756277530326,0.8487346366248488
FHK_272,FHK_272,313.3210833333333,44.64283333333332,0.0137237890019883,17.396612630696207,174.69689680000005,0.782494349,0.372368463,qps,l,1.0987393147602098,0.0511138103534061,17.122980183214434,0.1400042793356455,47.69360633824638,1.3267519598034951,1.3506650846234045
LkHA_178,FHK_278,313.3497499999998,43.905,0.0086672207066693,14.443741231666666,,0.674807632,0.27610793100000003,qpd,,4.128502448806769,1.0578905828389056,8.627710673430045,1.953172013691004,76.38413183417988,3.179833865246111,0.2952875355715767
FHK_28,FHK_28,312.695875,44.29147222222221,0.0120817199644638,16.592677313730572,1.053074296,0.637760698,-0.06563323900000001,qps,,1.1205427311680711,0.1036986010170971,16.338513737183472,0.2198744809674782,48.253490095220975,2.6144133537654577,0.438801222076854
FHK_281,FHK_281,313.35270833333334,44.342805555555536,0.0117626768811114,16.458690968987344,2.778363006,0.199089861,0.319779506,p,,2.021731971038772,0.2493282147526069,14.313423290677662,0.5277107236205332,63.68183122520525,2.7758207330396414,0.4915033028785321
FHK_282,FHK_282,313.357375,44.17925,0.0079557851346431,16.505422041444863,1.453457054,0.148104955,0.060817786,p,l,1.4963617109249585,0.1018987936802366,15.496910615583145,0.2085573277023149,56.24568347852016,1.8008584128786662,0.3742206217032965
FHK_285,FHK_285,313.3654583333333,44.17630555555554,0.0388734420536378,17.597791905893537,6.8210000000000015,0.881788753231842,0.011918463999999998,l,,3.9893609546312216,0.4044412532429697,10.160684563878247,1.0024650670267912,75.9278093158978,1.3521820563338007,1.5362592733138702
FHK_286,FHK_286,313.36758333333336,44.305777777777756,0.0100392814770493,18.148579890506326,0.974698721,0.164154778,0.09998264400000001,p,,1.1786349763438064,0.0598529022875684,17.730845216748754,0.1368488688667906,49.6874237707637,1.4345473503817985,0.9892511602965472
FHK_300,FHK_300,313.394875,44.48825,0.0150916298810791,17.3086925414557,4.675960875,0.87883214,0.111900771,s,,1.2033412275794113,0.0992177719232705,16.745590548210174,0.2708482537269763,50.27275843638088,2.313691761028336,1.068208484426178
FHK_32,FHK_32,312.70329166666664,44.32316666666665,0.0222805705909359,16.69428304398734,211.017524,0.738732563,-0.6745968859999999,b,,1.9246746700332027,0.0566094291048023,14.969054380804064,0.1050192970246062,62.545039576553975,0.6895632588452547,1.083673233929123
FHK_323,FHK_323,313.44395833333334,44.1803888888889,0.0095507666439661,17.23880222452471,2.889083162,0.132813887,0.236865723,p,l,1.2922889080564541,0.073968917160758,16.556771783365463,0.1721730487714587,52.266551309139004,1.5823019500178437,0.6421537961691578
FHK_327,FHK_327,313.487125,44.85883333333333,0.036007652209359,18.18332610709677,,0.902203069,0.177626075,s,,0.9824462170736764,0.2163218233182915,18.20004881179464,0.3906277732342023,44.492668612315605,6.045278618014254,2.20269465311583
FHK_344,FHK_344,313.55720833333334,44.40897222222221,0.0528039982186264,16.71683148974359,5.492000000000001,0.7576522052474995,0.438971784,qpd,,2.5080504278343896,0.3529393942282237,13.181260578564384,0.8306272454454033,68.2620352581484,2.7141569307732585,1.849420011810147
FHK_348,FHK_348,313.5881250000001,44.257555555555534,0.00807130579637,15.6086406994403,,0.9472145009999999,-0.457880036,b,,0.7990137433821372,0.0354064914286027,16.11917355523343,0.0900037605599095,38.625335367009065,1.238918023198424,0.3123573133097426
FHK_35,FHK_35,312.72154166666667,44.39822222222222,0.0227602820459244,17.260714003821658,79.23302013,0.889110519,0.3906203,apd,,1.4058556371187607,0.1476280828353099,16.40336997645754,0.3083861172822288,54.575354560487824,2.811101148992288,0.7814755204455971
V1490_Cyg,FHK_36,312.72325,44.35025,0.0571177858500193,14.963962011392406,31.17223429,0.67236422,0.706981437,qpd,,7.057727146265768,0.7012622904860475,5.119395305122258,1.1133161738403177,81.93551771895929,0.7762954704608636,1.784787354363207
